#OTU ID	RD1	RD10	RD11	RD12	RD13	RD14	RD15	RD2	RD3	RD4	RD5	RD6	RD7	RD8	RD9	SD1	SD10	SD11	SD12	SD13	SD14	SD15	SD16	SD17	SD18	SD19	SD2	SD20	SD21	SD22	SD23	SD24	SD25	SD3	SD4	SD5	SD6	SD7	SD8	SD9	ST1	ST10	ST11	ST12	ST13	ST14	ST15	ST16	ST17	ST18	ST19	ST2	ST20	ST21	ST3	ST4	ST5	ST6	ST7	ST8	ST9
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__sputigena	0.000478927	0.004789272	0	0	0	0.001915709	0.001436782	0.000957854	0	0.000478927	0	0	0	0.001436782	0.000478927	0	0	0.004310345	0	0	0	0	0.002873563	0.001436782	0.000957854	0	0	0.000957854	0.000478927	0.006704981	0.013888889	0	0	0	0.000478927	0.000957854	0.00335249	0	0.006226054	0	0.000957854	0	0	0.002873563	0	0.003831418	0.015804598	0	0	0.000957854	0.000478927	0	0	0	0	0.000478927	0.007183908	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Bergeyella;s__	0.000957854	0.001436782	0	0.000957854	0.000478927	0.000957854	0.00862069	0.000957854	0	0.002873563	0	0	0	0	0.000957854	0	0	0	0	0.000478927	0.000478927	0	0.000478927	0	0.001915709	0	0	0	0.000478927	0	0.000478927	0	0.000957854	0	0	0.000957854	0.00335249	0	0	0	0	0	0	0.001436782	0	0	0.004789272	0	0.001436782	0	0.000957854	0.062260536	0	0	0.000478927	0	0	0	0.000478927	0.002873563	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002873563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001436782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__Lentimicrobiaceae;g__;s__	0.001915709	0	0	0	0	0.005268199	0	0.000957854	0	0	0	0	0	0	0.001436782	0	0	0	0	0	0.001436782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001915709	0	0	0.002873563	0	0	0	0	0.00335249	0.001915709	0	0	0	0	0	0	0	0	0	0.001436782	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__cellulitidis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000957854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__kyonggiense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000478927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Obscuribacterales;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Elusimicrobia;c__Endomicrobia;o__Endomicrobiales;f__Endomicrobiaceae;g__Candidatus_Endomicrobium;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__	0	0	0	0.002394636	0	0.000478927	0	0.001915709	0	0	0	0	0.004789272	0	0	0	0	0	0	0	0.000478927	0	0.000957854	0.000478927	0.002394636	0	0	0	0.000478927	0	0	0	0.002394636	0	0	0.029693487	0.004310345	0	0	0	0	0	0	0.000957854	0	0	0.000478927	0	0	0	0	0.000478927	0	0.000478927	0	0	0	0	0.002873563	0.000478927	0
k__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__concisus	0.024425287	0.002873563	0.002394636	0.001915709	0.017241379	0.009099617	0.000478927	0.004789272	0	0.006704981	0	0.004789272	0.007662835	0	0.005747126	0	0	0.003831418	0	0.004789272	0.004789272	0.007662835	0.002873563	0.00862069	0.006226054	0.001436782	0	0.007662835	0.006704981	0	0.020114943	0.000957854	0.000478927	0.003831418	0.045019157	0.007662835	0.002394636	0	0.009578544	0	0.001436782	0.007183908	0.003831418	0.00862069	0	0.00335249	0.00335249	0	0.018199234	0.002394636	0.024904215	0.009578544	0	0.00335249	0.008141762	0.001915709	0.004310345	0.005747126	0.000957854	0.00335249	0
k__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__curvus	0.000478927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__gracilis	0	0	0	0.000478927	0	0.000478927	0	0.000478927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000478927	0.000478927	0	0	0	0	0	0	0.000478927	0	0	0	0	0	0.000478927	0	0.000957854	0	0	0	0	0	0	0	0	0	0	0	0.001436782	0	0	0	0	0	0	0	0	0.000478927	0
k__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__rectus	0	0.000478927	0	0.004789272	0.000478927	0	0	0.001915709	0	0	0	0	0	0	0	0	0	0	0	0.000957854	0	0	0.000957854	0	0	0	0	0	0	0	0	0	0	0	0.001436782	0.000478927	0	0	0	0	0.000957854	0	0	0.000957854	0	0	0	0	0.002394636	0	0	0.004789272	0	0.000957854	0.000478927	0	0.000478927	0	0	0	0
k__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__showae	0.001436782	0.00335249	0	0.000957854	0	0.002394636	0.001436782	0.000957854	0	0.000478927	0.000957854	0	0.003831418	0	0	0	0	0	0	0	0	0.00335249	0.010057471	0.00862069	0.006704981	0	0	0.001915709	0.001436782	0	0.000478927	0.002394636	0	0	0	0.000478927	0.00335249	0	0	0	0	0	0	0.000957854	0	0	0.011015326	0	0	0	0.002394636	0.004789272	0	0	0.002394636	0.000957854	0.002873563	0.000478927	0.000478927	0.000478927	0
k__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Wolinella;s__	0	0	0	0	0	0.001436782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001915709	0	0	0	0	0	0	0	0	0	0	0	0	0.000957854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__acidiceler	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Family_XI;g__Gemella;s__	0.005268199	0.001915709	0.000478927	0.074712644	0.001436782	0.008141762	0.004789272	0.004310345	0	0.001915709	0	0	0.020114943	0.007662835	0.007662835	0	0.01197318	0.00335249	0.022988506	0.01197318	0.010057471	0.004310345	0.000478927	0.001915709	0.036877395	0.000957854	0.00862069	0	0.000957854	0	0.00335249	0.002394636	0.037356322	0	0.002873563	0	0.00862069	0	0	0	0	0	0	0.01197318	0	0	0.01532567	0	0	0.00335249	0.004789272	0.043103448	0	0	0.006704981	0.002394636	0.00335249	0.010536398	0.000957854	0.057950192	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Family_XI;g__Gemella;s__haemolysans	0	0	0	0.005747126	0	0	0.006704981	0	0	0	0	0	0.003831418	0	0	0	0	0	0	0	0	0	0.001915709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000478927	0	0	0	0.000957854	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Family_XI;g__Gemella;s__morbillorum	0.002394636	0.000478927	0	0.005268199	0.006226054	0.002394636	0.000957854	0.00335249	0	0	0	0	0.001436782	0	0.000478927	0	0	0	0	0.000957854	0.000957854	0	0.000957854	0	0	0	0	0	0.002394636	0	0	0.001436782	0.000957854	0	0	0.00335249	0.026340996	0	0	0	0	0	0	0.001436782	0	0	0.004310345	0	0	0.000478927	0	0.001436782	0	0	0	0.000957854	0.000478927	0.001915709	0	0.003831418	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Family_XI;g__Gemella;s__sanguinis	0.001436782	0	0	0.009578544	0	0	0	0	0	0	0	0	0	0.007662835	0	0	0	0	0.005268199	0	0	0.008141762	0	0	0.009578544	0	0	0	0	0	0	0	0	0.004789272	0	0	0.001436782	0	0	0	0.000478927	0	0	0.021072797	0	0	0	0	0	0.00335249	0.000957854	0.002873563	0	0	0	0	0	0.001915709	0	0.000957854	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Aliicoccus;s__persicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__	0	0	0	0	0	0	0	0	0	0	0	0	0.000478927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000957854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__aureus	0.002873563	0.000478927	0	0.001436782	0	0.005747126	0.002394636	0	0	0	0	0	0.00335249	0	0	0	0	0	0	0	0.001436782	0	0.000957854	0	0	0	0	0	0	0	0.000957854	0.001915709	0	0	0	0	0	0	0.000478927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001915709	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Abiotrophia;s__defectiva	0	0.002394636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000957854	0	0	0	0	0	0	0.000478927	0	0	0	0	0	0.000957854	0.001915709	0	0	0	0	0.001436782	0	0	0	0	0	0	0.003831418	0	0	0	0	0	0.000957854	0	0	0	0	0.000478927	0	0.000957854	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Dolosigranulum;s__pigrum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella;s__	0.024425287	0.015804598	0.001915709	0.043582375	0.006226054	0.016283525	0.004789272	0.022988506	0.006704981	0.006704981	0.004310345	0.000957854	0.01532567	0.007662835	0.006226054	0.01197318	0.00862069	0.005268199	0.009099617	0.018199234	0.009099617	0.006226054	0.003831418	0.003831418	0.01197318	0	0.026819923	0.002873563	0.008141762	0	0.006226054	0.016283525	0.006704981	0.005268199	0.005747126	0.003831418	0.013409962	0	0.009099617	0.010536398	0.003831418	0	0	0.027777778	0	0.00862069	0.007662835	0	0.000957854	0.005747126	0.001915709	0.00862069	0.011015326	0.001436782	0.022030651	0.003831418	0.005747126	0.014367816	0.013888889	0.009099617	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella;s__adiacens	0.003831418	0	0	0.000957854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella;s__elegans	0	0.000957854	0.000957854	0	0	0	0	0.000478927	0	0	0	0	0.000957854	0	0.006704981	0	0	0	0	0	0.009578544	0	0	0	0	0	0	0	0	0	0	0	0.004310345	0	0	0	0	0	0	0	0.000478927	0	0	0	0	0	0.000957854	0	0	0.002873563	0	0.000957854	0	0	0	0	0	0	0	0.003831418	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	0	0	0	0.011015326	0	0.001915709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001915709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001915709	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__crispatus	0	0	0	0.010057471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000478927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__fermentum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002394636	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__mucosae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000957854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__oris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000478927	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__salivarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001915709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000957854	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__ultunensis	0	0	0	0.002394636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__vaginalis	0	0	0	0.001436782	0.000478927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	0.050766284	0.019636015	0.091475096	0.125957854	0.038793103	0.052203065	0.021072797	0.146551724	0.120210728	0.023467433	0.028735632	0.011494253	0.105842912	0.198275862	0.187260536	0.156609195	0.318007663	0.528735632	0	0.123084291	0.08045977	0.033524904	0.009578544	0.013409962	0.061302682	0.147509579	0.083333333	0.005747126	0.007662835	0.002873563	0.017241379	0.038314176	0.154214559	0.207375479	0.021072797	0.018678161	0.02059387	0.084291188	0.048371648	0.043103448	0.012931034	0	0.020114943	0.170977011	0.305076628	0.008141762	0.073275862	0.996168582	0.317528736	0.102490421	0.013409962	0.136015326	0.01532567	0.025383142	0.075670498	0.012931034	0.016762452	0.171455939	0.016762452	0.15756705	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__agalactiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006704981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__anginosus	0.000478927	0	0	0.000478927	0.00335249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000478927	0	0	0	0.027298851	0	0.002394636	0	0.001915709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00335249	0.00862069	0	0	0	0	0.000478927	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__constellatus	0	0	0	0	0	0.000957854	0	0	0	0	0	0	0.000478927	0.005747126	0	0	0	0.001915709	0	0	0	0	0	0	0	0	0	0	0.001915709	0	0	0	0.001915709	0	0	0	0.002394636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002873563	0	0	0	0	0.000478927	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__cristatus	0	0	0	0.004310345	0	0	0	0	0	0	0	0	0	0.003831418	0	0	0	0	0	0	0	0.002394636	0	0	0	0	0	0	0	0	0	0.006226054	0	0	0.000478927	0	0.00335249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__gordonii	0.001915709	0	0	0.000957854	0	0.000478927	0	0	0	0.000478927	0	0	0.001436782	0	0.000478927	0	0	0	0	0	0.002394636	0	0	0	0.005747126	0	0	0	0	0	0	0.001915709	0.000478927	0	0	0	0.001436782	0	0	0	0	0	0.019636015	0.001436782	0	0	0.000957854	0	0	0.003831418	0	0	0	0.001436782	0.004789272	0	0.000957854	0	0	0.000478927	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__infantis	0	0	0	0	0	0.006226054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000478927	0	0	0	0	0.024904215	0	0.012931034	0.001915709	0	0	0.016283525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001915709	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__intermedius	0	0	0	0.000478927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000478927	0.000957854	0	0	0	0	0	0	0	0	0	0.004789272	0	0	0	0	0.001436782	0	0	0	0	0	0	0	0	0	0	0.001436782	0	0	0	0	0	0	0	0	0	0	0	0	0.005268199	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__mitis	0.004310345	0	0	0	0	0	0	0	0	0	0	0	0.001915709	0	0.004310345	0	0	0.001915709	0	0.001436782	0.007183908	0	0	0	0	0	0	0	0	0	0.00862069	0.01197318	0	0	0	0	0	0	0	0	0.001915709	0	0.005268199	0	0	0	0	0	0.008141762	0.012452107	0.001915709	0.005268199	0	0.00862069	0.000957854	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__mutans	0	0	0	0.000478927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007662835	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__oralis	0.005747126	0	0	0	0	0.002394636	0	0	0	0	0	0	0	0	0.000478927	0	0	0.00335249	0	0.001915709	0.003831418	0	0.001915709	0	0	0	0	0	0	0	0	0	0.002394636	0	0	0	0	0	0	0	0.002873563	0	0	0	0	0	0	0	0	0	0	0	0	0.003831418	0.01532567	0	0	0.001915709	0	0.002873563	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__parasanguinis	0.001915709	0.002394636	0	0	0.000478927	0	0	0	0	0.000478927	0	0	0.001436782	0	0.001915709	0	0	0	0	0.001915709	0.018678161	0	0	0	0.007183908	0	0	0	0	0	0.000957854	0	0.001436782	0.01532567	0.008141762	0	0	0.267241379	0	0	0	0	0.011015326	0	0	0	0	0	0	0.004310345	0.000478927	0	0	0.004789272	0.002873563	0	0	0.001915709	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__pneumoniae	0	0	0	0	0	0.004310345	0	0	0	0	0	0	0	0	0.031130268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001915709	0	0	0	0	0	0	0	0	0	0	0	0	0.000478927	0	0	0	0	0	0	0	0	0	0.001436782	0.001915709	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__pseudopneumoniae	0.000957854	0	0.141283525	0	0.02059387	0.001436782	0	0	0	0	0	0	0.000957854	0	0.029693487	0	0	0	0	0	0	0	0	0	0	0	0.233716475	0	0	0	0.001436782	0.042145594	0.000478927	0	0	0	0.000957854	0	0	0	0	0	0	0	0.046455939	0	0	0	0.059386973	0	0	0	0	0	0.031130268	0	0	0	0	0.002394636	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__salivarius	0.011015326	0.000957854	0.000478927	0.002873563	0.000957854	0	0	0	0	0	0	0	0	0	0.000478927	0.315613027	0	0	0	0	0	0	0	0.001436782	0	0	0.190613027	0	0	0	0.001915709	0	0.010536398	0	0.011494253	0	0	0	0	0.01197318	0	0.007183908	0.001436782	0.074233716	0	0	0	0	0	0.001915709	0	0	0	0.001915709	0.007662835	0	0	0.012452107	0.002394636	0.001436782	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__sanguinis	0.006704981	0.005747126	0	0.007183908	0.005268199	0.000478927	0	0.003831418	0	0.000957854	0	0	0.006226054	0	0.004310345	0	0	0.009099617	0	0.000478927	0.001915709	0	0	0.001915709	0.037356322	0.006704981	0	0	0.001436782	0	0.002873563	0.001915709	0.007183908	0.034961686	0.002394636	0	0.006704981	0	0.009578544	0.026340996	0.000957854	0	0	0.03591954	0	0.001915709	0	0	0.001915709	0.002873563	0.000957854	0	0	0.006226054	0.001915709	0.005268199	0.000957854	0.004310345	0	0.001915709	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__sobrinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__thermophilus	0.006226054	0.00335249	0	0.003831418	0.015804598	0.005268199	0	0.004310345	0.001436782	0.000478927	0	0	0	0	0.018199234	0.183908046	0.005268199	0.000478927	0	0.002394636	0.014367816	0.00335249	0	0	0.005747126	0.00335249	0.052681992	0.002873563	0.002394636	0	0.004789272	0.003831418	0.012931034	0.07183908	0.009578544	0	0.001915709	0.015804598	0.012452107	0.021551724	0	0	0.051245211	0.042145594	0	0	0.000957854	0	0.000957854	0	0	0.000957854	0	0.068007663	0.094827586	0.001915709	0	0.028256705	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__timonensis	0	0	0	0	0	0	0.002394636	0	0	0	0	0	0.000478927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001915709	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
