#OTU ID	RD1	RD10	RD11	RD12	RD13	RD14	RD15	RD2	RD3	RD4	RD5	RD6	RD7	RD8	RD9	SD1	SD10	SD11	SD12	SD13	SD14	SD15	SD16	SD17	SD18	SD19	SD2	SD20	SD21	SD22	SD23	SD24	SD25	SD3	SD4	SD5	SD6	SD7	SD8	SD9	ST1	ST10	ST11	ST12	ST13	ST14	ST15	ST16	ST17	ST18	ST19	ST2	ST20	ST21	ST3	ST4	ST5	ST6	ST7	ST8	ST9
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_Incertae_Sedis;g__Phocaeicola;s__	0	0	0	0	0	0.000478927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_Incertae_Sedis;g__Phocaeicola;s__abscessus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001436782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_RF16_group;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Proteiniphilum;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000957854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__F082;g__;s__	0	0	0	0	0	0.030172414	0	0.001436782	0	0	0	0	0.001436782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009578544	0	0	0	0	0	0	0	0	0	0.001915709	0	0	0	0	0	0	0	0	0	0	0	0	0.006704981	0	0	0	0	0.002394636	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	0	0	0	0	0	0.002873563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000478927	0	0	0	0	0	0.000478927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000478927	0	0	0	0	0	0.001436782	0	0.000478927	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__F0058;s__	0	0.000478927	0.000478927	0.000957854	0	0.000478927	0.000478927	0	0	0	0	0	0.001436782	0	0	0	0.002873563	0	0	0.000478927	0.009099617	0	0.001915709	0.000478927	0	0	0	0	0	0	0.000478927	0	0.006226054	0	0.005268199	0	0.001915709	0.002394636	0	0	0	0	0	0.004310345	0	0	0.001436782	0	0	0	0	0.000957854	0	0	0.001436782	0	0.000478927	0.001915709	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	0.002394636	0.012931034	0.005747126	0.02394636	0.012931034	0.028256705	0.00862069	0.019157088	0.009099617	0.017241379	0	0.000957854	0.004789272	0.063218391	0.017720307	0.002394636	0.033045977	0.00335249	0.351532567	0.026819923	0.039750958	0.075191571	0.056034483	0.021551724	0.016283525	0	0.073754789	0.00862069	0.220306513	0.027298851	0.04454023	0.03591954	0.009578544	0.031609195	0.001436782	0.064176245	0.041666667	0.008141762	0.011015326	0.02059387	0.01532567	0.009099617	0.003831418	0.012452107	0.022030651	0.021551724	0.04789272	0.001436782	0.01197318	0.012452107	0.006226054	0.013888889	0	0.001436782	0.029214559	0.059386973	0.076628352	0.007183908	0.000957854	0.019636015	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__catoniae	0.000478927	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000478927	0	0	0	0	0	0	0	0.000478927	0.000478927	0	0	0	0	0	0	0	0	0	0	0	0	0.004310345	0	0	0	0	0	0	0	0	0	0	0	0	0.000478927	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__gingivalis	0	0.027777778	0	0.011015326	0	0.05316092	0.000478927	0.012452107	0	0.000957854	0.00335249	0.003831418	0.002394636	0	0.001436782	0	0.006704981	0.005268199	0	0.001915709	0.003831418	0.005747126	0.016762452	0.004789272	0.009099617	0	0	0.066570881	0	0.001436782	0.001436782	0.005268199	0	0.007662835	0	0.008141762	0.016762452	0	0.000957854	0.035440613	0.027298851	0.006226054	0.004310345	0.002873563	0.002394636	0.00335249	0.00862069	0.000478927	0.002873563	0	0.000478927	0.006226054	0.034003831	0.019636015	0	0.007662835	0.000957854	0.001915709	0	0.002394636	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__pasteri	0.002394636	0.004789272	0	0	0	0	0.003831418	0	0	0.003831418	0	0	0.001915709	0	0.00335249	0	0	0	0.034003831	0	0	0	0.005747126	0.000478927	0	0	0	0	0.002394636	0	0.001436782	0.00335249	0	0	0	0.000957854	0.002394636	0	0	0	0.007662835	0	0	0.001915709	0	0.021551724	0.001915709	0	0	0.001436782	0	0.002394636	0	0	0.00335249	0.001915709	0.009099617	0	0	0.024904215	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__uenonis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001915709	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__;s__	0	0	0	0	0	0.000957854	0	0	0	0	0	0	0.000957854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001915709	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__	0.057950192	0.076628352	0.149904215	0.024904215	0.343869732	0.131704981	0.006226054	0.154214559	0.147988506	0.225574713	0.029214559	0.230842912	0.080938697	0.026340996	0.267720307	0.096743295	0.06848659	0.061781609	0.041666667	0.043103448	0.042145594	0.019636015	0.122126437	0.250957854	0.035440613	0.050766284	0.090038314	0.038314176	0.04789272	0.074233716	0.117816092	0.035440613	0.219348659	0.127873563	0.207375479	0.060344828	0.050766284	0.12164751	0.166666667	0.037835249	0.089559387	0.208333333	0.052203065	0.028735632	0.017720307	0.100574713	0.073275862	0	0.121168582	0.082854406	0.10105364	0.027298851	0.004310345	0.374521073	0.066570881	0.117337165	0.125957854	0.03256705	0.007183908	0.176724138	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__aurantiaca	0	0	0	0	0	0	0.002394636	0	0	0.009099617	0.009578544	0	0	0.009578544	0	0	0	0	0.006226054	0	0	0	0.006226054	0.000478927	0.041187739	0	0	0.002873563	0	0	0.005747126	0.00335249	0	0	0	0.001915709	0.006704981	0	0	0	0	0	0	0	0.006226054	0	0.01532567	0	0	0	0	0	0	0	0	0.006226054	0.034961686	0	0.000478927	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__baroniae	0.001436782	0.000957854	0	0	0	0.003831418	0	0	0	0	0	0	0	0.000478927	0	0	0	0	0	0	0.001436782	0	0	0	0	0	0	0.001436782	0.024904215	0	0.002873563	0	0	0	0	0.002394636	0.001436782	0	0	0	0	0	0	0.000478927	0	0	0	0	0	0	0	0	0	0	0.001436782	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__buccae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000478927	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__dentalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001436782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__denticola	0.001915709	0	0.000478927	0.000478927	0	0.001915709	0	0.000957854	0	0.000478927	0	0	0	0	0.000957854	0	0	0.000478927	0	0.000957854	0	0	0	0.001915709	0	0	0	0	0	0	0.001915709	0	0	0	0.000478927	0	0.000478927	0	0	0	0.000957854	0	0	0	0	0	0	0	0	0	0	0	0.009578544	0.000957854	0.000957854	0.000478927	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__enoeca	0	0	0.000957854	0	0	0	0	0	0	0	0	0	0.000478927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000478927	0	0	0	0	0	0	0	0	0	0	0.000478927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000478927	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__histicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002394636	0	0	0	0	0	0	0	0.000478927	0	0	0	0	0	0	0	0	0	0.006704981	0	0.014846743	0	0	0	0	0	0	0.044061303	0	0	0	0	0	0	0.00335249	0	0	0	0	0.0651341	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__intermedia	0	0.006226054	0.002394636	0.011015326	0.032088123	0.023467433	0	0.018678161	0	0.002394636	0.009099617	0	0.001915709	0.022988506	0.001915709	0	0	0.015804598	0	0.002394636	0.00862069	0	0.022509579	0.000478927	0.011015326	0	0	0.005747126	0.001915709	0	0.012452107	0.005747126	0	0	0	0.009578544	0.011015326	0	0	0.005747126	0.002394636	0	0	0	0.004789272	0	0.007183908	0	0.005747126	0	0.005747126	0	0	0.00862069	0.005268199	0.000478927	0.001436782	0.000478927	0	0.000957854	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__jejuni	0	0	0	0	0	0	0	0	0	0	0	0	0.006226054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033524904	0	0	0	0	0	0	0	0.024904215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__maculosa	0.000957854	0.000957854	0	0	0	0.001915709	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000478927	0	0	0	0.000478927	0	0	0	0.000478927	0	0	0	0.000957854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__marshii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001436782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__melaninogenica	0.065613027	0.086206897	0.014846743	0.024904215	0.03256705	0.033524904	0.001915709	0.144157088	0.087643678	0.068007663	0.122605364	0.036877395	0.043103448	0.060823755	0.028735632	0.061302682	0.060823755	0.017720307	0.062739464	0.075670498	0.071360153	0.16954023	0.114942529	0.061302682	0.064176245	0.087643678	0.034482759	0.010536398	0.004310345	0	0.01197318	0.003831418	0.052203065	0.103448276	0.027777778	0.049808429	0.014846743	0	0	0.043582375	0.027298851	0.197318008	0.172413793	0.015804598	0	0.141762452	0.03591954	0.000957854	0.020114943	0.16091954	0.198754789	0.019157088	0.028256705	0.02394636	0.013888889	0.053639847	0.029214559	0.019157088	0.026819923	0.123084291	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__micans	0	0	0	0	0	0	0	0	0	0	0.001915709	0	0.000478927	0	0	0	0	0	0	0	0	0	0.001915709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002394636	0	0	0	0	0	0	0	0	0	0	0.000478927	0	0	0	0	0.000957854	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__multiformis	0.000957854	0	0	0	0	0.006226054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002873563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001915709	0	0	0	0	0.001436782	0.000478927	0	0	0	0	0	0	0	0	0.000478927	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__nigrescens	0.00335249	0	0	0.001915709	0.000957854	0.004310345	0	0	0.004310345	0	0	0	0	0	0	0	0	0.000478927	0	0.001915709	0	0	0	0.001915709	0.000957854	0	0	0.018678161	0.056034483	0	0.001436782	0	0.000957854	0	0.000478927	0	0.007662835	0	0.004310345	0	0.004789272	0	0	0	0	0.002873563	0.000478927	0	0	0	0.001915709	0.001436782	0.027777778	0	0.00335249	0.001436782	0.000957854	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__oralis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__oris	0.005747126	0	0.001436782	0.009099617	0	0.004310345	0	0.001915709	0	0.000478927	0	0	0	0	0	0	0	0.003831418	0	0.00335249	0.006226054	0	0.000478927	0	0.000478927	0	0	0.000478927	0.018199234	0.000478927	0.000478927	0	0	0	0.000957854	0.000478927	0.005747126	0	0.005747126	0.002873563	0.000478927	0	0	0.000957854	0	0.001915709	0.00335249	0	0.000478927	0	0.000478927	0.001436782	0	0.000957854	0.005747126	0.000957854	0.002873563	0	0	0.000478927	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__oulorum	0.000478927	0	0	0	0	0	0	0	0	0	0	0	0.001915709	0	0	0	0	0.000957854	0	0.000478927	0	0	0.002873563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000478927	0	0	0	0	0	0	0	0	0	0	0.000478927	0	0	0	0.000478927	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__pallens	0.013888889	0.008141762	0.012931034	0.000478927	0.039272031	0.001915709	0	0.02394636	0.002873563	0.039750958	0	0.006226054	0.004310345	0	0.005268199	0	0.009578544	0.002394636	0	0.016762452	0.011494253	0	0.006226054	0.016762452	0	0	0	0	0	0	0.002394636	0.000478927	0.012931034	0.006226054	0.024425287	0.031130268	0	0.04454023	0.005268199	0.001436782	0.012931034	0.122605364	0.005747126	0.019157088	0	0.013409962	0	0	0.006704981	0.024425287	0.031130268	0.011015326	0	0.002394636	0.008141762	0.012931034	0	0.015804598	0.004789272	0.102490421	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__pleuritidis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004789272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__rava	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002873563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__salivae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__scopos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__shahii	0	0.002394636	0	0.000478927	0	0.001915709	0	0	0	0.002394636	0	0	0.010536398	0	0	0	0	0	0	0	0	0	0.004789272	0.014846743	0.00335249	0	0	0.002394636	0	0	0.005747126	0	0	0	0	0	0.000957854	0	0	0	0	0	0	0.003831418	0	0	0.001436782	0	0	0.000957854	0	0.00335249	0	0	0	0	0.009099617	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__tannerae	0	0	0	0.001436782	0.002394636	0.013409962	0	0.006704981	0	0	0	0	0.00335249	0	0.006226054	0	0	0	0	0.001436782	0	0	0.003831418	0.078544061	0.001436782	0	0	0	0.002394636	0	0	0.000957854	0.001436782	0	0	0	0	0	0	0	0.001915709	0	0	0.000478927	0.011015326	0.001436782	0	0	0	0.000957854	0	0	0.012931034	0.002873563	0.000478927	0.001436782	0.004789272	0.000478927	0	0.002394636	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__veroralis	0.002873563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001436782	0.000478927	0	0	0	0	0	0	0	0	0	0	0	0.001915709	0	0	0	0.000957854	0	0	0	0.000478927	0	0	0	0	0	0	0	0	0	0.001915709	0	0	0	0.000478927	0.001436782	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae_UCG-004;s__	0	0	0	0	0	0	0	0	0	0	0	0	0.000478927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Bacteroidales;s__oral	0	0	0.000478927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Blvii28_wastewater-sludge_group;s__	0	0	0	0	0	0	0	0	0	0.000478927	0	0	0	0	0	0	0	0	0	0.000957854	0	0	0	0.000957854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001436782	0	0.001436782	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_RC9_gut_group;s__	0	0	0	0	0	0.009099617	0	0.001436782	0	0	0	0	0	0.001436782	0.000478927	0	0	0	0	0.000478927	0.000478927	0	0	0	0	0	0	0	0.003831418	0	0.001915709	0.000957854	0	0	0	0.009099617	0.000478927	0	0	0	0.000478927	0	0	0.000478927	0	0	0	0	0	0	0	0	0	0.001915709	0.001436782	0	0.000478927	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__	0	0.000478927	0	0	0	0.001436782	0	0.000957854	0	0.000957854	0	0	0.00862069	0	0	0	0	0	0	0.000957854	0	0	0.001915709	0.002873563	0	0	0	0	0	0	0	0	0.000478927	0	0	0.000478927	0.003831418	0	0	0	0.000957854	0	0	0.001915709	0.000957854	0.002873563	0.001915709	0	0	0	0	0	0	0	0.000957854	0.000478927	0	0	0	0.00335249	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__forsythia	0	0.002873563	0.000957854	0.002394636	0	0.002873563	0	0.001436782	0	0	0	0	0	0	0	0	0	0	0	0.000957854	0.016283525	0	0	0	0.000957854	0	0	0.00335249	0.000478927	0	0.000957854	0	0.004789272	0	0.000957854	0	0.001436782	0	0.001436782	0	0	0	0	0	0	0	0.000478927	0	0.000478927	0	0	0.001915709	0	0.000478927	0.012931034	0	0	0.001436782	0	0.001915709	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__p-2534-18B5_gut_group;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000478927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000478927	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01532567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__Siphonobacter;s__aquaeclarae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000957854	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__	0.013888889	0.009578544	0	0.006704981	0	0.013888889	0.005268199	0.005747126	0.002394636	0.006226054	0	0	0.023467433	0.001915709	0.000478927	0	0	0.004310345	0.001436782	0	0.001915709	0.004310345	0.011494253	0.005268199	0.013888889	0	0	0.055555556	0.00335249	0.034003831	0.011015326	0.000957854	0.000478927	0	0.002394636	0.00335249	0.03256705	0	0.033524904	0.001915709	0.000478927	0	0	0.014846743	0	0.002394636	0.035440613	0	0.00335249	0.006226054	0.005747126	0.01197318	0	0.005268199	0.006704981	0.002394636	0.005747126	0.001915709	0.000478927	0.007183908	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__gingivalis	0.004310345	0.001915709	0	0.001915709	0	0.000478927	0.004789272	0.001436782	0	0.001436782	0	0	0.004789272	0.005268199	0	0	0	0.001436782	0	0.001436782	0.000957854	0	0.000478927	0	0	0	0	0.001436782	0	0	0.009099617	0.002394636	0	0.000957854	0	0.003831418	0.005268199	0	0	0	0	0	0	0.00862069	0.004789272	0.001436782	0.006226054	0	0.001436782	0.000478927	0.001915709	0.011015326	0	0	0	0.002394636	0.000478927	0.000478927	0	0.000957854	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__granulosa	0.001915709	0	0	0	0	0	0	0.003831418	0	0	0	0	0.000957854	0.001436782	0	0	0.000478927	0.001436782	0	0	0	0.00335249	0.002394636	0	0.000478927	0	0	0.001915709	0.00335249	0	0.002873563	0.000957854	0	0	0	0	0.00335249	0	0	0	0	0	0	0.001436782	0	0	0.002394636	0	0.001915709	0	0	0.000957854	0	0.001436782	0.000478927	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__haemolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000478927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__leadbetteri	0	0	0	0	0	0	0	0	0	0	0	0	0.002394636	0	0.000478927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001915709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000957854	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__ochracea	0	0	0	0.000478927	0	0	0	0	0	0.000478927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000478927	0	0	0.000957854	0	0	0	0
